Id,Load
1,40071.8491234915
2,39462.4837565926
3,41780.0220141427
4,45574.7949848518
5,44443.1869043768
6,43623.3164514531
7,44004.2011404002
8,40780.1856930359
9,39195.9102844553
10,41698.2474008986
11,43355.5996876086
12,40527.9257228044
13,43320.4978275494
14,44040.3487474281
15,44077.1083791947
16,43275.7325205849
17,45134.6419557654
18,44050.4994674376
19,39386.101829503
20,41313.8574101988
21,42023.4101094014
22,42757.1768438109
23,40977.7878188191
24,41290.54537082
25,42635.4135196007
26,39576.5119320692
27,45502.2887124264
28,44122.7840437411
29,43307.0299598867
30,45845.6752056052
31,45666.5499736121
32,45383.4951402229
33,41120.0250095129
34,45235.9756444541
35,45945.5858685425
36,45545.852053735
37,43948.7724925883
38,39758.675775582
39,42910.6473121054
40,40061.0467700058
41,41076.0727088366
42,40881.1273848023
43,43008.6957197894
44,41132.1178515972
45,44143.4566735751
46,46941.9706681847
47,40295.4380830469
48,40616.8800201515
49,40856.0333398577
50,40026.286870327
51,41857.7643859285
52,43179.5855387063
53,47781.598344202
54,44326.2516261198
55,43230.9883540384
56,43926.0628975843
57,43379.3075808683
58,42073.5341666353
59,41069.0002708809
60,43725.8500356861
61,41719.7147301531
62,44408.9557919469
63,44515.504158951
64,44229.4272957473
65,43198.3597638573
66,41198.7559040443
67,44158.9680898049
68,42253.6557122944
69,43611.5246407311
70,45983.9216805716
71,47669.2746387509
72,44175.9171171099
73,39928.1865545001
74,43150.1594335199
75,42569.5534891222
76,45220.7462768864
77,45205.7801344386
78,46080.5717299483
79,46251.1440369003
80,40882.8623950401
81,41607.8092310248
82,42736.5098492493
83,45626.2701660664
84,45533.1868429005
85,45162.165850995
86,43366.0756488252
87,40153.8433869376
88,41604.9878691333
89,43445.379555413
90,45118.5155334913
91,46297.9414936852
92,47115.543454161
93,46344.094863694
94,39554.6455157282
95,41061.538044515
96,40234.2088205785
97,39427.9944029916
98,43850.0168923651
99,45243.8922829674
100,45400.5205268677
101,38913.9031415238
102,40514.4180402087
103,45021.6371595282
104,46786.502572574
105,45045.5661263416
106,49636.6641447214
107,57741.349558415
108,45373.8748081188
109,41050.6464200026
110,44620.1741981781
111,46464.7466226507
112,45673.6623909445
113,48022.3105995184
114,54543.0017596856
115,50533.9510527414
116,53851.3552968769
117,49122.8023531706
118,48535.9169390495
119,48317.0799703677
120,43527.0102471104
121,42576.2400006201
122,39408.6628874208
123,40579.1320659532
124,41150.7882637032
125,42560.1988042046
126,42256.5229063004
127,45480.7742885988
128,45706.9891975851
129,41462.7154180388
130,43806.3369168283
131,40230.9145235465
132,40289.3978825925
133,40842.804418717
134,42824.8209124334
135,43640.7018258759
136,40320.9921842456
137,43498.5233487598
138,40846.192490001
139,43869.0547874719
140,44825.1727448778
141,45400.5673743281
142,43234.4592768493
143,40560.7231887125
144,43887.130373888
145,41952.9847006252
146,44896.2242851448
147,45181.3652007076
148,44873.4783654478
149,45046.7365893879
150,40378.0417592977
151,42163.2343809828
152,43394.1489746638
153,46580.3200269732
154,45657.4378055123
155,45696.8864034196
156,44528.2384118114
157,40018.8589496343
158,41412.8963464228
159,45851.0109919357
160,47210.1273473192
161,47354.9965227697
162,45561.5559646298
163,47113.1113256739
164,44539.9939061344
165,47247.5316739108
166,47175.2512704095
167,47423.3427652987
168,45781.9136829185
169,47194.7180826673
170,49372.7229641384
171,45746.7772613247
172,45416.4105383168
173,51365.918081608
174,50981.0685159961
175,49527.0486393083
176,48040.7399384964
177,49325.585776863
178,48353.5608769395
179,47813.2023429856
180,54118.145090867
181,54480.446268057
182,55164.7567436982
183,55437.0211373212
184,54668.0474467515
185,50792.6730181202
186,50016.5821166786
187,53374.2346875213
188,52061.4035975644
189,50004.5132200117
190,51275.94555127
191,51468.2102419971
192,50864.0720757242
193,50426.6646266878
194,53251.4491631225
195,54062.6914779788
196,52071.8014430745
197,51448.9801714056
198,50394.2740542615
199,48370.1086530961
200,46758.010281586
201,49437.0124906884
202,51154.2286579188
203,56396.4662737388
204,57125.512145867
205,53819.881746701
206,49734.2704734958
207,46889.474569672
208,50464.4514803449
209,52454.0679171735
210,54479.6484607792
211,54443.247441589
212,53753.2877272921
213,50655.9021051256
214,48713.8032782962
215,51493.5900242339
216,53133.732368042
217,50990.7814785888
218,52923.5395450669
219,55960.275175962
220,58806.4298251358
221,58455.9227216126
222,59636.5097451896
223,60797.2194763847
224,58671.5831622415
225,58517.9510151404
226,59468.3435620617
227,58312.0033738774
228,57338.4250472508
229,68954.4794920214
230,68572.7200316773
231,67741.0950306933
232,66959.3853776385
233,65434.5189322237
234,66575.3000144014
235,66668.8357862139
236,72742.4050030275
237,71969.079692898
238,73238.4034407575
239,71311.8874602697
240,67273.3309272391
241,63988.458215027
242,63829.1761352129
243,65920.7001690311
244,64657.1185765519
245,66542.4773759378
246,64910.479671449
247,64384.3868395378
248,59462.7656426457
249,59254.4726612005
250,61312.0539665019
251,57710.9479015373
252,58594.9302625175
253,58727.8460460594
254,65759.3958663749
255,68072.951932422
256,65962.172604677
257,67292.8323666071
258,65440.7608022122
259,66285.9421934683
260,66313.3418252995
261,70827.035777104
262,72794.4184134109
263,71613.7670779459
264,73127.2971720512
265,72518.9095803618
266,73743.3686944702
267,74975.7488148603
268,75284.4619582326
269,76872.0028165356
270,76130.2275406296
271,79178.6163245353
272,77024.0948724563
273,71297.1369058274
274,69718.8988966759
275,70005.4156291737
