Id,Load
1,41207.0899964149
2,39960.66867031
3,37089.1703622417
4,37483.0696071474
5,40478.7462022317
6,41740.5200174129
7,41051.1943934308
8,40507.2127742523
9,39761.2245313271
10,37141.5403166351
11,37119.4251227691
12,40899.5886683646
13,41643.4250428616
14,41846.5252307986
15,42517.4863084681
16,37178.7561834368
17,36419.7637062136
18,37652.6399992721
19,40580.0298969423
20,41218.0219091566
21,40440.464114807
22,40026.8113834673
23,34113.1352568645
24,34909.7364762672
25,36099.3787240247
26,42031.0646692877
27,45017.981413591
28,44132.3294523283
29,44226.0064335745
30,42898.8292287106
31,39468.5102624492
32,38353.5546439403
33,40657.0817485945
34,41728.4427053959
35,41112.4236089411
36,36411.0531781558
37,37744.615508338
38,36400.8619259653
39,36814.1511722885
40,39382.8474997362
41,41233.9013001779
42,40855.5749738623
43,40155.9923850924
44,40014.8998419583
45,37391.3509232126
46,32015.7285562813
47,34964.6603392212
48,39371.0645668096
49,41201.1141816362
50,41806.2058453956
51,41566.6186378591
52,38617.8989369258
53,37947.9162491465
54,40737.0026108808
55,42962.9794620852
56,42771.2144957134
57,42626.6930500924
58,42059.5876481635
59,38814.2810003741
60,37725.8225337709
61,40964.6633759611
62,42706.7209527268
63,42431.5156933999
64,42302.8155708577
65,41746.8510293192
66,38495.6600352947
67,37637.327503467
68,41553.5376933819
69,43839.0991936884
70,44287.4951342899
71,44593.8044464871
72,43869.4857697174
73,39645.9272833258
74,37869.0905962909
75,41727.3748794681
76,43446.940716636
77,43412.8778360913
78,43370.9194911322
79,42640.4862207734
80,38916.0662867069
81,38184.1205385817
82,41915.1433940049
83,43483.7054804768
84,43554.0998540411
85,44139.8391208127
86,43484.992309444
87,39531.9105740671
88,38075.6401374878
89,42239.6690093911
90,37755.7699946296
91,39885.4742363032
92,42697.6045613342
93,42882.7005392504
94,39607.3311930663
95,38468.7111837059
96,42221.8394980582
97,43520.2777639058
98,43843.086499736
99,43882.6803606479
100,43475.2533685477
101,39444.1699430105
102,38209.6062491121
103,42483.6788713803
104,43956.0133620659
105,43420.055034425
106,44289.1793027525
107,44690.6147861671
108,40311.8477088889
109,38239.0941687071
110,41126.3584790045
111,41201.0713424415
112,40905.437622328
113,41857.7822556223
114,42484.770385677
115,39741.1005844413
116,39490.9938155057
117,43088.1752625093
118,43551.8518946725
119,42824.239258699
120,41825.0958140182
121,40603.7287850188
122,33019.244214825
123,36846.1036045128
124,40494.0326868241
125,41338.1423801866
126,41250.4017228116
127,42102.8895518861
128,42020.6852531846
129,38435.5671594908
130,37354.4532765258
131,40567.449103639
132,42161.7055846151
133,42326.3864448906
134,42477.617673837
135,41930.4826627756
136,38594.5434982136
137,37172.0320981506
138,40910.7520837059
139,42755.25154671
140,42615.2539527194
141,42515.7228911106
142,42535.7587754595
143,38970.070191774
144,37637.8428210373
145,41376.8702816622
146,43195.3798532484
147,43271.109539877
148,43375.6589297109
149,42937.6631986622
150,39302.125191597
151,38344.0028657023
152,42876.1258565604
153,45043.4381641922
154,44795.3726735013
155,44747.372663679
156,43781.3306772198
157,40123.6243406822
158,38719.4091465421
159,42199.1003328769
160,43917.8404057193
161,43500.6608283161
162,43723.0308170586
163,45096.8211544248
164,42698.8566552717
165,42260.9145059606
166,46123.0798467053
167,47480.9100616098
168,46430.4293745462
169,46135.1497297326
170,46697.4013332748
171,44719.3143349853
172,44237.5148385903
173,48138.5872048228
174,49665.1936339005
175,48786.050693987
176,47625.3622286932
177,47293.8352244388
178,44625.6137197073
179,45132.5180189889
180,51017.9829933089
181,53534.9154235513
182,54243.0153397948
183,54804.5246261436
184,54739.7269502886
185,50357.9136673964
186,49424.6339368625
187,52757.2794009464
188,52362.7930248189
189,50468.3970704568
190,48984.8117835431
191,48559.0982045845
192,45240.0477789335
193,45213.5132463814
194,51506.7720448062
195,53392.2508794189
196,52654.9523820253
197,51397.074601525
198,49389.6882162902
199,46442.4893975038
200,39441.8553130033
201,47508.7497605491
202,51210.5174028832
203,54729.9909035
204,56183.1955932656
205,54173.8147150149
206,48879.7837774705
207,45963.7102230685
208,48880.5921047847
209,50738.0929289447
210,46675.7890144638
211,48725.7364358691
212,50297.4609228664
213,47610.5350473708
214,45475.2172926628
215,50886.5958340791
216,53501.1422699046
217,53062.1033340756
218,54106.675328824
219,56798.0378564163
220,56692.9981218692
221,56773.6112093737
222,60554.1847508998
223,62253.5920206549
224,60333.1767598286
225,59311.2415517054
226,57857.3245993723
227,54967.4980294499
228,56672.6245350699
229,64595.7173319286
230,65677.5575536893
231,65909.2000503988
232,65484.3839441627
233,65249.3486663103
234,62709.4722979542
235,63119.1364742735
236,68216.6959844103
237,70077.3508498813
238,69754.160458378
239,69002.4639961084
240,65004.7366766882
241,60110.6841529628
242,58676.3644213649
243,60903.3207271448
244,61120.7162102255
245,60730.1924145576
246,60481.7306397713
247,59677.5832061135
248,55005.3379294735
249,54233.1980289844
250,57541.5482935441
251,56579.3996876592
252,54482.5283728959
253,57013.5093813306
254,55842.5759588215
255,58770.8158084646
256,61416.4071913778
257,66387.898529132
258,65122.2527162842
259,65250.0799360716
260,65658.4409462515
261,62272.7170343513
262,63969.3964227082
263,67417.5180207986
264,72725.9696863158
265,74923.1778229367
266,75734.2853756335
267,76433.6165095573
268,76726.4848475104
269,72839.8319758018
270,72760.4844873882
271,76877.8670878922
272,74910.1747012823
273,70340.7180536627
274,66524.979442669
275,68110.4930894702
