Id,Load
1,43897.3278701729
2,42596.8527255133
3,37560.7070388778
4,36560.3459779376
5,44041.6042010057
6,43912.4682335141
7,43411.1201718305
8,43049.8180290674
9,42183.4657938797
10,37492.1918635805
11,36045.5016874124
12,43821.2185323429
13,43847.00438575
14,43995.000820082
15,44880.8899730421
16,44172.7994022614
17,35799.6218561173
18,36752.0280826367
19,44437.7735856774
20,43460.5889231204
21,42812.1918484827
22,42307.6558305393
23,41498.6413260596
24,34383.7714671991
25,34585.360757956
26,44931.7429636164
27,47240.4289962795
28,46600.6919962289
29,46391.5531163233
30,45448.5781509762
31,39884.9467266721
32,37170.6626656172
33,43724.3066747351
34,43897.2521074238
35,43974.1436366529
36,44012.3313733098
37,39005.5748566664
38,35047.1432774385
39,34884.1705185371
40,42104.03287761
41,43360.6132378154
42,43186.6556794861
43,42712.4398777258
44,42215.5590792125
45,37535.3029069406
46,35418.920188119
47,42096.5247208763
48,40242.0867119516
49,42721.1371270793
50,42943.0386543069
51,43179.8981178576
52,38621.467773446
53,36411.3199197858
54,43279.6095033862
55,44482.5870538542
56,44525.441014823
57,44395.92540836
58,43984.9430674582
59,39184.2703187765
60,36634.506536647
61,43551.7351066898
62,44486.1969218347
63,44350.701120431
64,44146.8437210284
65,43814.9285639978
66,39331.7094829722
67,36983.6581607195
68,44048.987041885
69,46879.3995896625
70,48088.8407946226
71,47844.760175453
72,45756.2137899043
73,39740.5623319465
74,36271.6305012483
75,43296.5234765758
76,45314.2535688594
77,45621.3739721644
78,44873.873241182
79,44235.6882256068
80,39939.4185296702
81,38597.9068321227
82,44198.4794552418
83,45463.6289158391
84,46590.6469550806
85,47938.7303923389
86,46034.2692551521
87,40361.2762798089
88,37930.5484361433
89,45099.8956814803
90,43915.9432080436
91,39984.6901976394
92,44405.5588670928
93,45419.8520725821
94,41597.078894792
95,39636.7102059439
96,46216.079731496
97,47218.0596188515
98,46933.7284032762
99,46928.1746533379
100,46361.0843557069
101,41088.6656061138
102,38391.9491943502
103,46831.6733802103
104,46440.153355601
105,46267.7669047458
106,48899.5892732933
107,49548.7226763557
108,41504.9446401621
109,36575.2372201447
110,42092.1464865568
111,41952.8114533067
112,43343.7219533037
113,45383.7367500266
114,46672.9126877804
115,42295.7165143884
116,40737.4270316976
117,46890.1298428888
118,46821.920586793
119,45618.0855419495
120,42514.2508203307
121,41592.865008851
122,38144.6105363371
123,35490.7871565654
124,42704.0078541415
125,43404.385714578
126,44465.910122238
127,46281.7634265427
128,45371.0779909966
129,38715.8025903638
130,35954.5160218431
131,42868.8715338968
132,45219.7421486709
133,45276.1632561489
134,45446.0612274212
135,43477.7379054517
136,38758.2683921362
137,36438.6720653492
138,43722.2681671662
139,44995.6341199047
140,45178.3157555055
141,45693.6270015302
142,46398.240046034
143,40457.6991430378
144,36867.4380042073
145,44070.5254016692
146,45978.2328062705
147,46532.3085961297
148,46532.3366569628
149,45805.7201751337
150,40783.4925486899
151,38948.5855181458
152,47499.961560379
153,48471.9355897603
154,47901.7030823597
155,47576.0463239574
156,46384.5980941473
157,40669.9952496692
158,37687.1040122078
159,44014.2428167473
160,45311.6146814172
161,45451.7154372206
162,45159.5971436829
163,47145.9407566843
164,43946.1520036674
165,42025.0601870928
166,48893.8034071339
167,50323.3641364791
168,49342.9759051488
169,48610.6335320045
170,49230.0690173192
171,45844.6026278002
172,43699.6661510577
173,50547.2028048788
174,52304.7011396693
175,51714.3725287006
176,50364.0834297816
177,49758.4740757285
178,45302.6799403526
179,44643.0489023465
180,53010.3286150029
181,55787.1235886931
182,56352.7843428708
183,56616.8147446117
184,56688.5928211162
185,51085.3577324705
186,48392.422364061
187,54377.0148834041
188,54879.5668466248
189,53654.2204824288
190,51235.6449198817
191,50564.5989958793
192,45680.5171997801
193,44834.9172874222
194,54673.1548488659
195,55171.0690571203
196,55142.9217280155
197,53977.4292025508
198,52346.4819236875
199,47343.6456144311
200,44023.6056710905
201,51391.5261849855
202,53290.9931698762
203,57604.453206271
204,59013.6266015484
205,56506.1757818667
206,50153.7930706033
207,46055.9427699792
208,52441.1304205023
209,52670.6051588614
210,53657.2557980393
211,50112.7498592365
212,52459.2351008891
213,48325.3041867875
214,44958.0473296658
215,54601.9339885983
216,56043.9808612461
217,55695.3698042518
218,57146.0943707534
219,59219.4436636781
220,57580.0095511205
221,55872.4820793396
222,63288.0637011572
223,63632.9064392579
224,62886.3526765543
225,62051.5969588592
226,60441.7089011841
227,55934.6164069564
228,55813.1396759193
229,66530.104800531
230,68245.5051142338
231,68455.0295599334
232,68288.2681017385
233,67514.993536214
234,63029.4154400625
235,62300.2651023329
236,70471.093260823
237,72191.9865525142
238,71947.1227628801
239,72278.7545734756
240,68430.9452169976
241,61660.6827881339
242,57878.9954245765
243,65013.6890585741
244,64370.9765910331
245,63521.9479263071
246,63823.5895367546
247,62318.4301550972
248,56169.2119797068
249,54210.1516714876
250,60993.8821988236
251,59485.8559547876
252,56857.4383299155
253,59446.9799640197
254,61283.1055410507
255,56949.3361919912
256,60491.1357876231
257,69085.9901054421
258,66266.8857676487
259,66323.46585623
260,66899.3461958585
261,66612.581418966
262,61049.7270615836
263,65961.7249580456
264,74277.4342993377
265,76805.3095584126
266,78141.5595375932
267,78177.8081596203
268,78178.7921114618
269,72936.4656625403
270,71789.41464264
271,79512.3122127717
272,79575.577354655
273,75146.8668347012
274,70481.6334052427
275,70522.4023786695
