Id,Load
1,45162.9639226974
2,43631.1272398353
3,38744.0338511134
4,38110.0649364002
5,45394.100134461
6,44841.2654852914
7,44989.4722614476
8,44416.7602580725
9,43113.0569783168
10,38699.1430563921
11,37225.6553281264
12,44338.6893829318
13,44569.2625311471
14,45933.7813717588
15,46939.650388123
16,45673.442895832
17,37956.0638705544
18,37687.8121633482
19,44085.7266869328
20,43019.3280611408
21,43665.0024322749
22,43334.9811407893
23,42656.0549601908
24,35624.1452792285
25,35334.4271841603
26,43381.4927354267
27,47041.9203546043
28,47688.0855422145
29,47903.108152708
30,47066.1214026192
31,41400.8394422806
32,38226.6346362696
33,43518.5945125408
34,43847.8524897344
35,44438.5199843504
36,44299.2071420967
37,40070.125688492
38,35650.2034293799
39,35823.9788248619
40,42430.7378464251
41,43351.8335706637
42,43993.522628888
43,44386.0929765245
44,43367.1894268616
45,38923.2150530921
46,36876.8223328202
47,42720.6093793597
48,40944.6827602192
49,44393.8610789016
50,44157.5500977125
51,44586.4803284797
52,39949.1928628408
53,38231.9728072158
54,44481.0769627485
55,45031.1980045025
56,45864.5881443837
57,45831.2787609548
58,44725.088881046
59,40042.3096946122
60,37766.0807501573
61,43794.436017471
62,44618.8476504315
63,45329.7885254355
64,45290.3976977442
65,44514.4069334076
66,40116.7214719014
67,37914.7068781519
68,43956.1289185083
69,45386.9751722375
70,47766.8260594905
71,48207.7701158477
72,45762.9198706031
73,40683.4837886987
74,38109.0939461067
75,44337.4360644913
76,45437.9411356128
77,45924.259906682
78,46280.9124021022
79,45293.3875699237
80,40321.9824599945
81,38068.1925994284
82,44317.1568208254
83,45569.9831759515
84,46260.4906654484
85,47158.0390259684
86,45408.3868481897
87,40906.0517524712
88,38194.6400952245
89,44557.0347268194
90,44049.927110267
91,42466.9346479818
92,46011.1048558816
93,45644.7856007163
94,40868.9664180855
95,38487.3982024265
96,44644.077212738
97,45513.9040984488
98,46357.8572350008
99,46922.2598133869
100,45895.2087836201
101,40453.6583854205
102,38081.5733022917
103,45206.7051168026
104,45155.6297455008
105,46100.0412717874
106,48867.5638319561
107,49934.4103979002
108,40496.057890457
109,37162.5544165405
110,43288.346922344
111,42710.234684827
112,42949.6931394069
113,45073.645432253
114,46649.6236215711
115,42113.621585201
116,41687.5932599065
117,47365.6718393268
118,47033.0893730356
119,46254.4727059361
120,43891.7521710983
121,42401.7580954361
122,37741.5806124658
123,35382.8040333912
124,42242.4234042504
125,42218.2037802286
126,43196.9254056019
127,45783.7308928488
128,44363.7519300627
129,38566.60249405
130,36970.3023417516
131,42776.5332386466
132,43158.3769291519
133,44072.586608668
134,44596.4202905032
135,43754.9264724509
136,38393.7546434127
137,36218.2504075027
138,42383.006519423
139,45125.5110137362
140,46187.8476220312
141,46650.2230048483
142,45741.9826498535
143,41031.2553964251
144,37933.1386613117
145,44417.2687406696
146,46033.3702462962
147,46854.5030153663
148,46891.6171555554
149,46086.3612362614
150,41120.3705246227
151,38637.8729276386
152,45914.5417027045
153,47161.7278710992
154,47861.1478458501
155,48018.5049771162
156,46476.7400752664
157,41377.5244010307
158,38961.4094879198
159,45226.071836756
160,46111.5234137969
161,46641.0940075099
162,45970.465405535
163,46757.3868310189
164,43791.7752276894
165,42497.9357356713
166,49437.7288375234
167,49198.0453384312
168,48704.8171508082
169,49736.3755791799
170,49895.3361937717
171,46332.3132035632
172,44566.7760053478
173,52012.4616205974
174,52084.9301573104
175,51929.6266146908
176,50709.7645895496
177,49966.0220509313
178,45295.5243061081
179,44786.6048092222
180,53686.1985253039
181,54836.3484257241
182,56222.7959669768
183,57012.0646344636
184,56452.2272284807
185,51224.5896003566
186,48278.6044488959
187,54941.3312737094
188,53958.0673114735
189,52843.3626133304
190,51358.2034256837
191,50547.4508387919
192,45939.9407540082
193,44956.0688236517
194,54231.8210491923
195,55013.7956176796
196,55438.1217916789
197,54274.6389817408
198,52387.8613719165
199,46627.1811068252
200,44428.1302199818
201,51507.6408335512
202,52879.8315741423
203,57827.984443455
204,59356.9545030581
205,57005.7210539704
206,50161.1976699437
207,46105.1427026199
208,52861.9124702198
209,53344.4814065256
210,54831.6473740005
211,52570.5905181588
212,53790.4378142454
213,48329.614767862
214,45568.793675598
215,54189.5186067505
216,55494.6259267786
217,55730.8076841685
218,56987.7235128744
219,59205.4252815549
220,57393.7967717039
221,55905.6337163879
222,63284.7418604063
223,64437.058080538
224,63352.9897990523
225,62498.4531037649
226,60905.98089273
227,55802.9522895699
228,55679.9466836529
229,67907.1221310683
230,67458.8711417221
231,68620.8680591047
232,68202.3665863274
233,67886.6479376649
234,63462.4523725184
235,62482.1440615785
236,70857.2458500221
237,71816.3230520555
238,72249.2462413659
239,71743.2463914366
240,67469.8586398267
241,61436.3416114735
242,57969.6899983814
243,63928.751665075
244,63347.952765585
245,63671.5572397012
246,63624.5639055726
247,62345.285463543
248,55805.0661370894
249,53300.2526478673
250,59952.9246550214
251,58941.3397254402
252,57253.3637704265
253,58690.3151411472
254,63206.3539135546
255,58374.9315404642
256,60418.6734785306
257,68848.2624916687
258,66804.2170157735
259,67572.2918449267
260,68156.1613421486
261,70293.977808016
262,64586.9137215507
263,66714.512715409
264,74827.489897864
265,76468.3885611353
266,78772.2322577805
267,79443.8594665683
268,79430.0968241233
269,75026.7773251346
270,71930.5618444105
271,78562.6275732733
272,78467.0767090473
273,74418.7618205858
274,70135.8116343
275,71370.1025518433
