Id,Load
1,40912.241137978
2,40625.1921628447
3,38447.670955516
4,39429.9418819734
5,41134.2228203942
6,41995.2043475875
7,41329.3138729973
8,39719.1381843148
9,40084.6876306671
10,38311.5926947745
11,38647.4323376333
12,40050.8428503517
13,41047.4941617029
14,42265.8664562483
15,42455.3839260457
16,38114.3374435653
17,37904.1684577487
18,39179.7362479794
19,39858.7083833218
20,39789.6053908535
21,40351.927292229
22,38879.8200364875
23,34635.5559801741
24,35525.9057876698
25,37706.1059186352
26,39390.6771779554
27,44578.5266012831
28,44893.3557438458
29,43963.8230708434
30,43778.4148944232
31,40065.5973103703
32,39570.1216278934
33,39815.0423891185
34,40852.5205328002
35,40527.0009028163
36,34480.1198727089
37,36837.915481043
38,35491.4876539168
39,38057.9484054686
40,38379.4096236605
41,40758.724035689
42,40687.9520786149
43,39341.3438292113
44,40074.12342377
45,37121.0460655241
46,32969.4534671159
47,33891.9884514716
48,38472.125758694
49,40864.1683465576
50,40002.8333163064
51,41560.245907419
52,38537.4025686779
53,38628.2970487304
54,40371.1308786538
55,42049.7326544692
56,42303.6408452089
57,41717.6733848655
58,41851.3203719757
59,38649.8004229065
60,37957.7109788995
61,40238.7717897715
62,41450.342047242
63,41692.097129421
64,41211.2036330125
65,41404.2730825232
66,38197.6101460176
67,37631.2035461407
68,41417.0357220627
69,43152.0522097966
70,44044.516024385
71,44171.6790156072
72,43911.473871599
73,39701.1840781118
74,38005.3429379896
75,41723.7790817767
76,42855.7328867562
77,43294.7100986986
78,42837.6650288858
79,42811.0690849538
80,39284.6636595199
81,38618.8039991064
82,41543.5131748061
83,42927.4097661217
84,43822.3404086524
85,44134.6674046108
86,44027.7212701395
87,40058.5575833777
88,38598.0120006488
89,42125.3927892029
90,37670.9590094375
91,40360.2141330037
92,42557.3927379074
93,43105.1757085276
94,40002.9620608712
95,39055.1956762254
96,42664.7658771413
97,44151.9027101408
98,44284.8507173976
99,43603.6135282674
100,43506.1342983797
101,39869.6783008851
102,38457.0796417562
103,41593.3299162974
104,42506.4959403707
105,42618.7972538251
106,43213.5505362105
107,44168.819612716
108,40389.18976022
109,37948.4815793963
110,38214.9012445962
111,38374.6343034943
112,39124.7725393335
113,39565.5236619887
114,41193.6197129995
115,39970.5708004577
116,38683.1459462878
117,39883.0762662572
118,40824.5364777961
119,41140.2008095751
120,39679.4820490558
121,39656.4768151291
122,33102.9835919308
123,36699.9819023574
124,37389.7833478014
125,38863.4514041612
126,40134.6828339478
127,40774.7687586097
128,41778.5588647708
129,38722.6276347345
130,37451.6082755733
131,39573.9092629916
132,41405.2235883768
133,42156.4157808519
134,41942.657099467
135,41518.989159825
136,38753.8332423875
137,37693.0878453219
138,40872.4347988917
139,41995.9850630967
140,42470.962880787
141,42143.0376861185
142,42836.8504486414
143,38930.9068693965
144,37762.6723125312
145,41144.9413847357
146,42478.1802055104
147,43374.3772808156
148,43063.2103512104
149,43134.8425070932
150,39130.4150605543
151,38582.2711896178
152,42691.6092715499
153,44196.5351208471
154,44662.0674723547
155,44282.5447251359
156,43992.4148063785
157,39649.0084011323
158,38693.0146245643
159,41563.9376853561
160,42797.4138737123
161,43113.8670656648
162,42377.129105102
163,43991.2264940412
164,42933.5442999263
165,42840.0327334347
166,46354.3127811052
167,46762.2529336385
168,46154.9054577733
169,45730.2625368959
170,46706.9501318576
171,44717.5003000353
172,43653.4395957365
173,47848.081270629
174,48752.8910352472
175,48531.4268487443
176,47117.6634476912
177,46993.9874401482
178,43483.6268064626
179,44228.5068640185
180,50366.0950091913
181,53002.6324965842
182,54210.3868948799
183,55037.1475001055
184,55217.406607252
185,49998.7936630284
186,48035.7721302719
187,51826.4445742675
188,51212.0081874054
189,49604.3098992309
190,47730.3789713407
191,47805.0773396991
192,44507.5102788399
193,44096.0346436762
194,50216.1445317593
195,52611.5219065373
196,52133.0328600724
197,50738.2762573594
198,49596.340544822
199,46315.7529691065
200,39443.114769214
201,46582.0805043051
202,48762.4784845066
203,53960.4416259329
204,56046.5572838139
205,54795.0138669781
206,49338.2677435681
207,45997.9507449933
208,48555.1944475609
209,50752.2152385771
210,46649.010259639
211,48068.7057422774
212,50796.2139838459
213,47737.7603597658
214,45592.0210052607
215,50271.4781899358
216,53791.1768069424
217,53108.4812786296
218,54266.5708937935
219,57326.1474141306
220,57937.4167351619
221,55697.8526163948
222,61544.4301697054
223,62606.7314600777
224,60483.4661228977
225,60713.4498739265
226,59352.4909522054
227,55339.8663442359
228,55197.5487488298
229,65343.0628356959
230,66892.8329395019
231,66491.2352404972
232,67805.9994671309
233,67083.6190362848
234,64160.1482250548
235,61529.2661155825
236,69638.1642138431
237,71030.8066611271
238,70034.0610304535
239,71639.8568610295
240,66895.0005576665
241,60666.7673370481
242,57008.356754928
243,61335.6987261149
244,61230.4307696106
245,60335.1256148298
246,61214.443378628
247,60056.2770503545
248,55572.2836834496
249,53671.1650619504
250,55937.1513020987
251,55658.0338334184
252,53717.1887915794
253,55742.393332479
254,55602.5088812933
255,60464.4348084551
256,60492.719987028
257,64567.8946077605
258,64208.3205754486
259,64582.0887142639
260,66787.31640833
261,63161.7984653058
262,65523.9959303339
263,65619.7053229533
264,71674.2132865117
265,74978.7874956548
266,75514.2631239014
267,78996.5405438993
268,79101.4164370333
269,74758.2749798819
270,69944.3994996619
271,78674.1505042203
272,76608.5353748296
273,71047.68893897
274,69197.9299148079
275,69680.121415739
